62864924,328,228,20716
62871296,420,216,20728
62872952,480,264,20688
62874604,432,160,20496
62876260,404,236,20680
62877916,476,268,20776
62879564,392,244,20624
62881220,420,252,20732
62882872,464,244,20740
62884516,464,216,20576
62886172,428,204,20476
62887824,380,220,20664
62889476,312,204,20784
62891132,412,324,20616
62892780,364,288,20700
62894436,356,196,20640
62896088,388,240,20460
62897744,384,288,20444
62899400,364,256,20620
62901048,388,216,20628
62902704,432,224,20704
62904364,476,268,20576
62909056,324,168,20580
62910712,456,184,20724
62912360,332,244,20608
62914016,404,128,20516
62915672,392,176,20520
62917324,300,236,20576
62918976,412,108,20664
62920632,260,148,20600
62922284,340,168,20604
62923940,360,248,20668
62925584,408,212,20672
62927240,296,224,20612
62928892,348,184,20552
62930548,328,196,20576
62932208,360,180,20456
62933856,336,248,20520
62935512,276,216,20684
62937168,304,88,20632
62938792,340,88,20600
62940420,240,148,20540
62942064,364,228,20520
62954676,332,180,20452
62956324,360,144,20664
62957980,376,192,20596
62959640,308,248,20728
62961288,356,196,20872
62962940,384,180,20560
62964588,292,176,20668
62966240,336,132,20724
62967896,340,184,20484
62969544,284,136,20660
62971200,376,76,20740
62972824,364,216,20560
62974480,272,224,20672
62976136,432,244,20736
62977784,312,260,20736
62979440,360,252,20680
62981092,380,300,20640
62982748,268,116,20740
62984400,360,244,20672
62986048,404,188,20604
62987700,424,256,20628
62989360,288,100,20664
62994088,364,108,20604
62995740,460,196,20640
62997384,304,112,20796
62999040,356,132,20780
63000696,380,200,20556
63002348,396,84,20768
63003984,268,96,20636
63005604,364,312,20768
63007256,364,68,20576
63008888,356,124,20616
63010536,404,192,20724
63012192,444,148,20748
63013844,416,196,20708
63015500,384,200,20596
63017156,356,176,20588
63018800,328,188,20632
63020452,364,216,20708
63022116,396,180,20680
63023764,352,204,20644
63025416,392,208,20660
63027060,388,96,20692
63031832,460,236,20824
63033488,220,176,20564
63035140,408,216,20760
63036792,476,204,20664
63038448,284,208,20640
63040108,472,148,20804
63041764,412,248,20828
63043408,452,148,20628
63045060,416,164,20768
63046716,332,236,20712
63048364,488,76,20668
63049996,368,172,20748
63051644,384,172,20672
63053300,420,192,20728
63054952,324,232,20588
63056604,372,228,20576
63058260,280,164,20556
63059912,244,84,20636
63061544,344,120,20684
63063196,352,208,20596
63064848,344,132,20692
63066500,320,184,20680
63071296,368,148,20632
63072944,392,196,20616
63074600,284,168,20732
63076248,292,268,20748
63077904,320,152,20744
63079556,456,160,20688
63081204,332,148,20636
63082856,384,212,20524
63084512,332,84,20568
63086140,296,96,20616
63087772,352,84,20596
63089396,308,180,20608
63091048,292,244,20624
63092704,360,76,20752
63094332,316,204,20584
63095988,436,180,20504
63097632,336,176,20492
63099288,372,188,20564
63100948,372,224,20716
63102596,340,228,20584
63104252,328,276,20624
63109016,376,132,20660
63110672,304,132,20692
63112324,320,48,20496
63113948,292,108,20728
63115604,372,160,20792
63117260,308,204,20664
63118912,336,180,20520
63120568,328,216,20556
63122212,436,216,20680
63123868,392,200,20612
63125528,460,124,20624
63127176,324,128,20664
63128832,368,208,20720
63130476,388,228,20652
63132128,412,200,20784
63133784,380,248,20624
63135436,424,16,20636
63137064,356,164,20828
63138708,292,152,20740
63140364,372,252,20536
63142020,404,232,20760
63143668,356,248,20688
63148504,380,136,20736
63150160,400,252,20560
63151804,356,144,20692
63153456,424,124,20660
63155104,420,280,20632
63156756,396,288,20612
63158416,384,244,20672
63160060,280,184,20552
63161716,384,164,20524
63163372,436,256,20604
63165024,528,192,20680
63166680,444,248,20620
63168332,380,168,20748
63169988,384,104,20732
63171640,292,160,20644
63173292,336,208,20620
63174944,412,232,20676
63176596,416,168,20792
63178252,312,152,20572
63179908,436,88,20636
63181540,520,140,20676
63186400,420,76,20476
63188032,420,288,20612
63189676,404,60,20752
63191308,388,56,20580
63192928,296,220,20720
63194584,420,276,20644
63196240,392,208,20524
63197884,252,132,20548
63199540,396,184,20612
63201192,364,224,20620
63202848,380,184,20712
63204504,308,96,20692
63206128,344,116,20624
63207784,352,216,20716
63209436,348,168,20776
63211092,328,164,20612
63212748,324,100,20600
63214396,360,224,20644
63216052,336,236,20568
63217712,396,224,20660
63219360,404,236,20664
63221012,360,188,20656
63225868,380,116,20640
63227516,344,168,20640
63229172,312,252,20724
63230824,264,244,20800
63232476,372,208,20688
63234132,384,148,20676
63235776,248,80,20524
63237404,324,152,20644
63239048,280,192,20668
63240704,388,88,20576
63242336,320,88,20544
63243952,388,76,20584
63245584,344,172,20672
63247228,348,200,20720
63248884,408,136,20556
63250536,340,208,20496
63252188,340,240,20704
63253840,440,188,20648
63255496,424,264,20708
63257152,364,216,20652
63258804,320,192,20704
63263528,348,120,20796
63265184,368,180,20712
63266844,400,240,20840
63268492,396,260,20636
63270148,332,100,20680
63271796,312,208,20632
63273452,360,188,20752
63275104,348,140,20568
63276756,364,96,20560
63278384,280,192,20788
63280036,288,188,20740
63281688,396,188,20776
63283344,384,196,20748
63284988,352,168,20752
63286644,348,204,20792
63288300,292,180,20692
63289952,300,196,20652
63291608,332,136,20716
63293260,424,152,20604
63294916,440,164,20712
63296568,408,208,20792
63301228,380,176,20660
63302884,364,224,20728
63304528,364,144,20632
63306180,476,176,20724
63307836,368,220,20504
63309480,472,228,20644
63311136,416,188,20748
63312780,376,208,20700
63314436,356,248,20524
63316088,324,104,20592
63317740,408,128,20552
63319392,320,124,20556
63321048,424,84,20656
63322676,496,176,20736
63324332,344,172,20812
63325976,348,228,20716
63327632,352,272,20660
63329292,400,172,20744
63330940,428,208,20648
63332596,336,256,20660
63334240,340,204,20664
63335896,396,176,20680
63340760,444,276,20584
63342412,392,204,20668
63344068,368,156,20680
63345720,348,168,20688
63347372,304,204,20764
63349024,336,140,20828
63350676,324,232,20824
63352332,404,96,20656
63353964,344,104,20636
63355616,324,196,20776
63357272,324,252,20668
63358928,180,248,20704
63360580,424,200,20560
63362236,392,112,20536
63363880,352,192,20564
63365532,336,156,20596
63367196,304,140,20604
63368844,272,68,20572
63370472,244,260,20652
63372124,344,244,20556
63373776,316,196,20636
63378640,396,184,20556
63380288,392,244,20588
63381940,408,156,20536
63383600,340,164,20512
63385252,372,152,20516
63386904,472,176,20604
63388552,224,156,20720
63390204,352,172,20712
63391860,356,184,20424
63393512,296,176,20668
63395168,448,136,20688
63396824,280,180,20628
63398476,380,116,20596
63400132,364,236,20744
63401776,472,248,20760
63403432,332,164,20528
63405092,520,132,20716
63406740,428,152,20568
63408396,320,152,20712
63410044,380,304,20692
63411700,380,172,20628
63413352,448,176,20656
63418188,384,124,20624
63419844,404,136,20720
63421496,316,44,20568
63423120,356,108,20516
63424776,312,140,20584
63426424,360,104,20652
63428080,448,148,20692
63429736,336,168,20592
63431384,316,168,20576
63433040,360,276,20664
63434692,260,252,20580
63436348,336,192,20508
63438004,360,260,20716
63439652,376,208,20668
63441308,348,196,20632
63442968,384,208,20708
63444616,392,200,20660
63446272,400,244,20632
63447916,372,152,20512
63449568,392,192,20632
63451224,404,228,20644
63455980,324,132,20644
63457636,424,128,20660
63459288,404,156,20596
63460944,356,120,20760
63462600,428,136,20580
63464248,348,144,20584
63465904,320,192,20640
63467564,348,204,20484
63469212,332,196,20692
63470868,404,164,20792
63472516,312,168,20708
63474172,300,192,20576
63475824,364,248,20700
63477480,416,228,20572
63479136,388,172,20600
63480788,404,260,20756
63482444,288,224,20584
63484100,412,256,20640
63485748,276,236,20636
63487404,324,120,20816
63489068,416,204,20664
63493936,468,184,20560
63495588,320,192,20604
63497252,400,104,20528
63498900,468,184,20556
63500552,408,272,20644
63502204,448,176,20736
63503856,420,220,20732
63505512,240,180,20816
63507160,280,128,20736
63508816,340,192,20768
63510472,340,208,20712
63512124,404,196,20652
63513780,496,136,20552
63515424,372,148,20712
63517080,448,120,20612
63518740,380,140,20532
63520388,332,160,20592
63522044,408,84,20680
63523664,336,128,20732
63525316,340,120,20672
63526972,376,100,20724
63528616,448,176,20744
63533400,328,192,20656
63535056,344,200,20588
63536708,324,184,20844
63538364,512,196,20768
63540008,316,60,20760
63541640,372,228,20652
63543292,452,220,20632
63544948,316,104,20676
63546608,420,144,20728
63548256,396,224,20808
63549912,328,132,20748
63551568,392,164,20684
63553216,512,176,20632
63554872,392,220,20608
63556524,384,160,20800
63558176,384,128,20748
63559832,400,268,20720
63561480,448,188,20684
63563136,408,136,20644
63564792,404,196,20724
63566444,432,212,20592
63579064,460,224,20656
63580720,440,204,20640
63582372,380,172,20660
63584024,444,152,20612
63585676,332,284,20796
63587340,400,108,20800
63588988,364,0,20696
63590592,336,148,20728
63592240,328,156,20688
63593896,284,132,20800
63595556,404,216,20612
63597204,392,152,20816
63598860,336,160,20648
63600508,244,196,20624
63602164,380,204,20844
63603816,348,156,20664
63605468,424,232,20596
63607120,400,136,20760
63608776,376,236,20776
63610432,292,264,20600
63612084,440,180,20596
63616776,380,136,20644
63618432,376,112,20672
63620084,372,168,20732
63621740,408,208,20784
63623396,332,216,20588
63625044,360,124,20660
63626700,308,96,20568
63628332,388,220,20684
63629984,340,172,20628
63631636,368,160,20648
63633280,392,224,20676
63634936,340,184,20772
63636592,392,176,20748
63638240,408,164,20692
63639896,400,192,20700
63641548,372,256,20736
63643204,360,196,20624
63644860,424,212,20616
63646504,400,144,20644
63648156,356,216,20588
63649816,240,84,20644
63651444,432,136,20676
63656136,416,184,20640
63657780,500,132,20696
63659440,492,184,20600
63661100,320,164,20692
63662748,300,148,20688
63664400,408,168,20612
63666048,432,208,20600
63667700,416,168,20592
63669356,424,144,20868
63671012,300,268,20612
63672664,336,208,20624
63674320,416,268,20492
63675976,380,176,20656
63677628,376,256,20668
63679272,472,160,20644
63680928,420,304,20692
63682588,248,196,20664
63684236,340,120,20520
63685892,364,188,20708
63687540,364,188,20700
63689196,396,216,20596
63693984,472,232,20644
63695628,336,300,20596
63697284,444,168,20616
63698940,428,188,20632
63700592,340,148,20724
63702248,476,172,20756
63703896,416,220,20592
63705552,448,96,20736
63707184,488,228,20548
63708836,464,96,20656
63710464,464,300,20724
63712116,464,172,20648
63713768,372,148,20512
63715424,400,264,20772
63717080,352,244,20676
63718736,520,164,20612
63720388,436,232,20616
63722044,432,132,20516
63723700,368,292,20400
63725348,492,224,20748
63727004,408,172,20692
63728664,440,92,20716
63733484,280,152,20636
63735140,332,188,20640
63736792,416,96,20684
63738424,400,112,20592
63740080,308,196,20592
63741728,296,92,20580
63743356,344,108,20572
63745012,356,184,20724
63746668,228,172,20632
63748320,356,156,20608
63749968,304,276,20752
63751620,300,244,20604
63753276,328,92,20396
63754900,312,104,20644
63756556,368,144,20740
63758204,272,168,20676
63759860,252,160,20496
63761516,332,180,20572
63763168,324,252,20684
63764824,220,144,20748
63766476,324,64,20620
63771296,340,136,20744
63772952,412,248,20660
63774600,324,232,20624
63776256,404,168,20648
63777912,368,196,20580
63779564,356,228,20736
63781220,348,140,20504
63782876,364,64,20732
63784504,304,220,20752
63786156,396,148,20524
63787808,376,116,20688
63789464,364,124,20440
63791124,396,164,20640
63792772,340,240,20592
63794424,400,312,20672
63796076,364,164,20632
63797732,224,120,20548
63799384,372,200,20492
63801036,332,240,20740
63802688,352,280,20784
63804344,388,168,20640
63809212,468,196,20772
63810868,296,212,20704
63812512,380,224,20724
63814168,476,252,20720
63815824,264,320,20508
63817476,368,184,20548
63819128,352,104,20600
63820784,368,244,20664
63822444,356,236,20692
63824096,420,240,20680
63825744,444,248,20864
63827396,376,196,20488
63829052,448,68,20644
63830676,344,216,20696
63832332,444,216,20624
63833980,356,248,20592
63835636,356,184,20720
63837288,404,164,20620
63838940,312,160,20616
63840592,384,80,20608
63842220,368,136,20772
63843872,396,240,20692
63848748,376,216,20488
63850396,332,116,20656
63852052,484,196,20728
63853708,432,216,20656
63855356,392,180,20764
63857012,408,184,20704
63858664,444,124,20820
63860320,376,236,20628
63861976,272,136,20804
63863628,412,180,20760
63865284,396,184,20596
63866936,464,200,20728
63868580,340,240,20832
63870236,420,244,20576
63871884,384,188,20644
63873540,380,228,20756
63875196,436,268,20724
63876844,380,248,20668
63878500,308,160,20676
63880152,324,208,20616
63881808,444,112,20580
63886544,364,56,20656
63888168,304,48,20708
63889796,356,260,20796
63891452,360,212,20724
63893104,376,168,20600
63894760,284,208,20692
63896408,304,176,20860
63898064,384,236,20580
63899720,320,180,20612
63901368,312,112,20636
63903024,372,188,20436
63904672,388,152,20704
63906328,396,148,20696
63907984,360,60,20656
63909608,296,172,20696
